Repository Link,File name,Function name,code_section,Approximate Number of Lines,Long Method
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,storage_paths,"def storage_paths(db) -> StoragePathTuple:
    """"""Three storage paths with varying match rules.""""""
    sp1 = StoragePathFactory(
        path=""{created_data}/{title}"",
        match=""auto document"",
        matching_algorithm=MatchingModel.MATCH_LITERAL,
    )
    sp2 = StoragePathFactory(
        path=""{title}"",
        match=""^first|^unrelated"",
        matching_algorithm=MatchingModel.MATCH_REGEX,
    )
    sp3 = StoragePathFactory(
        path=""{title}"",
        match=""^blah"",
        matching_algorithm=MatchingModel.MATCH_REGEX,
    )
    return sp1, sp2, sp3",18.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,tags,"def tags(db) -> TagTuple:
    """"""Tags covering the common matching scenarios.""""""
    tag_first = TagFactory(match=""first"", matching_algorithm=Tag.MATCH_ANY)
    tag_second = TagFactory(match=""second"", matching_algorithm=Tag.MATCH_ANY)
    tag_inbox = TagFactory(is_inbox_tag=True)
    tag_no_match = TagFactory()
    tag_auto = TagFactory(matching_algorithm=Tag.MATCH_AUTO)
    return tag_first, tag_second, tag_inbox, tag_no_match, tag_auto",8.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,correspondents,"def correspondents(db) -> CorrespondentTuple:
    """"""Two correspondents matching 'first' and 'second' content.""""""
    c_first = CorrespondentFactory(
        match=""first"",
        matching_algorithm=MatchingModel.MATCH_ANY,
    )
    c_second = CorrespondentFactory(
        match=""second"",
        matching_algorithm=MatchingModel.MATCH_ANY,
    )
    return c_first, c_second",11.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,document_types,"def document_types(db) -> DocumentTypeTuple:
    """"""Two document types matching 'first' and 'second' content.""""""
    dt_first = DocumentTypeFactory(
        match=""first"",
        matching_algorithm=MatchingModel.MATCH_ANY,
    )
    dt_second = DocumentTypeFactory(
        match=""second"",
        matching_algorithm=MatchingModel.MATCH_ANY,
    )
    return dt_first, dt_second",11.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,documents,"def documents(storage_paths: StoragePathTuple, tags: TagTuple) -> DocumentTuple:
    """"""Four documents with varied content used across most retagger tests.""""""
    _, _, sp3 = storage_paths
    _, _, tag_inbox, tag_no_match, tag_auto = tags

    d1 = DocumentFactory(checksum=""A"", title=""A"", content=""first document"")
    d2 = DocumentFactory(checksum=""B"", title=""B"", content=""second document"")
    d3 = DocumentFactory(
        checksum=""C"",
        title=""C"",
        content=""unrelated document"",
        storage_path=sp3,
    )
    d4 = DocumentFactory(checksum=""D"", title=""D"", content=""auto document"")

    d3.tags.add(tag_inbox, tag_no_match)
    d4.tags.add(tag_auto)

    return d1, d2, d3, d4",16.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,_get_docs,"def _get_docs() -> DocumentTuple:
    return (
        Document.objects.get(title=""A""),
        Document.objects.get(title=""B""),
        Document.objects.get(title=""C""),
        Document.objects.get(title=""D""),
    )",7.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_add_tags,"def test_add_tags(self, tags: TagTuple) -> None:
        tag_first, tag_second, *_ = tags
        call_command(""document_retagger"", ""--tags"", skip_checks=True)
        d_first, d_second, d_unrelated, d_auto = _get_docs()

        assert d_first.tags.count() == 1
        assert d_second.tags.count() == 1
        assert d_unrelated.tags.count() == 2
        assert d_auto.tags.count() == 1
        assert d_first.tags.first() == tag_first
        assert d_second.tags.first() == tag_second",10.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_overwrite_removes_stale_tags_and_preserves_inbox,"def test_overwrite_removes_stale_tags_and_preserves_inbox(
        self,
        documents: DocumentTuple,
        tags: TagTuple,
    ) -> None:
        d1, *_ = documents
        tag_first, tag_second, tag_inbox, tag_no_match, _ = tags
        d1.tags.add(tag_second)

        call_command(""document_retagger"", ""--tags"", ""--overwrite"", skip_checks=True)

        d_first, d_second, d_unrelated, d_auto = _get_docs()

        assert Tag.objects.filter(id=tag_second.id).exists()
        assert list(d_first.tags.values_list(""id"", flat=True)) == [tag_first.id]
        assert list(d_second.tags.values_list(""id"", flat=True)) == [tag_second.id]
        assert set(d_unrelated.tags.values_list(""id"", flat=True)) == {
            tag_inbox.id,
            tag_no_match.id,
        }
        assert d_auto.tags.count() == 0",18.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_suggest_does_not_apply_tags,"def test_suggest_does_not_apply_tags(self, extra_args: list[str]) -> None:
        call_command(
            ""document_retagger"",
            ""--tags"",
            ""--suggest"",
            *extra_args,
            skip_checks=True,
        )
        d_first, d_second, _, d_auto = _get_docs()

        assert d_first.tags.count() == 0
        assert d_second.tags.count() == 0
        assert d_auto.tags.count() == 1",12.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_add_type,"def test_add_type(self, document_types: DocumentTypeTuple) -> None:
        dt_first, dt_second = document_types
        call_command(""document_retagger"", ""--document_type"", skip_checks=True)
        d_first, d_second, _, _ = _get_docs()

        assert d_first.document_type == dt_first
        assert d_second.document_type == dt_second",6.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_suggest_does_not_apply_document_type,"def test_suggest_does_not_apply_document_type(self, extra_args: list[str]) -> None:
        call_command(
            ""document_retagger"",
            ""--document_type"",
            ""--suggest"",
            *extra_args,
            skip_checks=True,
        )
        d_first, d_second, _, _ = _get_docs()

        assert d_first.document_type is None
        assert d_second.document_type is None",11.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_use_first_with_multiple_matches,"def test_use_first_with_multiple_matches(
        self,
        use_first_flag: list[str],
        *,
        expects_assignment: bool,
    ) -> None:
        DocumentTypeFactory(
            match=""ambiguous"",
            matching_algorithm=MatchingModel.MATCH_ANY,
        )
        DocumentTypeFactory(
            match=""ambiguous"",
            matching_algorithm=MatchingModel.MATCH_ANY,
        )
        doc = DocumentFactory(content=""ambiguous content"")

        call_command(
            ""document_retagger"",
            ""--document_type"",
            *use_first_flag,
            skip_checks=True,
        )

        doc.refresh_from_db()
        assert (doc.document_type is not None) is expects_assignment",23.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_add_correspondent,"def test_add_correspondent(self, correspondents: CorrespondentTuple) -> None:
        c_first, c_second = correspondents
        call_command(""document_retagger"", ""--correspondent"", skip_checks=True)
        d_first, d_second, _, _ = _get_docs()

        assert d_first.correspondent == c_first
        assert d_second.correspondent == c_second",6.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_suggest_does_not_apply_correspondent,"def test_suggest_does_not_apply_correspondent(self, extra_args: list[str]) -> None:
        call_command(
            ""document_retagger"",
            ""--correspondent"",
            ""--suggest"",
            *extra_args,
            skip_checks=True,
        )
        d_first, d_second, _, _ = _get_docs()

        assert d_first.correspondent is None
        assert d_second.correspondent is None",11.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_use_first_with_multiple_matches,"def test_use_first_with_multiple_matches(
        self,
        use_first_flag: list[str],
        *,
        expects_assignment: bool,
    ) -> None:
        CorrespondentFactory(
            match=""ambiguous"",
            matching_algorithm=MatchingModel.MATCH_ANY,
        )
        CorrespondentFactory(
            match=""ambiguous"",
            matching_algorithm=MatchingModel.MATCH_ANY,
        )
        doc = DocumentFactory(content=""ambiguous content"")

        call_command(
            ""document_retagger"",
            ""--correspondent"",
            *use_first_flag,
            skip_checks=True,
        )

        doc.refresh_from_db()
        assert (doc.correspondent is not None) is expects_assignment",23.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_add_storage_path,"def test_add_storage_path(self, storage_paths: StoragePathTuple) -> None:
        """"""
        GIVEN documents matching various storage path rules
        WHEN document_retagger --storage_path is called
        THEN matching documents get the correct path; existing path is unchanged
        """"""
        sp1, sp2, sp3 = storage_paths
        call_command(""document_retagger"", ""--storage_path"", skip_checks=True)
        d_first, d_second, d_unrelated, d_auto = _get_docs()

        assert d_first.storage_path == sp2
        assert d_auto.storage_path == sp1
        assert d_second.storage_path is None
        assert d_unrelated.storage_path == sp3",13.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_overwrite_storage_path,"def test_overwrite_storage_path(self, storage_paths: StoragePathTuple) -> None:
        """"""
        GIVEN a document with an existing storage path that matches a different rule
        WHEN document_retagger --storage_path --overwrite is called
        THEN the existing path is replaced by the newly matched path
        """"""
        sp1, sp2, _ = storage_paths
        call_command(
            ""document_retagger"",
            ""--storage_path"",
            ""--overwrite"",
            skip_checks=True,
        )
        d_first, d_second, d_unrelated, d_auto = _get_docs()

        assert d_first.storage_path == sp2
        assert d_auto.storage_path == sp1
        assert d_second.storage_path is None
        assert d_unrelated.storage_path == sp2",18.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_use_first_with_multiple_matches,"def test_use_first_with_multiple_matches(
        self,
        use_first_flag: list[str],
        *,
        expects_assignment: bool,
    ) -> None:
        StoragePathFactory(
            match=""ambiguous"",
            matching_algorithm=MatchingModel.MATCH_ANY,
        )
        StoragePathFactory(
            match=""ambiguous"",
            matching_algorithm=MatchingModel.MATCH_ANY,
        )
        doc = DocumentFactory(content=""ambiguous content"")

        call_command(
            ""document_retagger"",
            ""--storage_path"",
            *use_first_flag,
            skip_checks=True,
        )

        doc.refresh_from_db()
        assert (doc.storage_path is not None) is expects_assignment",23.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_id_range_limits_scope,"def test_id_range_limits_scope(
        self,
        tags: TagTuple,
        id_range_args: list[str],
        expected_count: int,
    ) -> None:
        DocumentFactory(content=""NOT the first document"")
        call_command(
            ""document_retagger"",
            ""--tags"",
            ""--id-range"",
            *id_range_args,
            skip_checks=True,
        )
        tag_first, *_ = tags
        assert Document.objects.filter(tags__id=tag_first.id).count() == expected_count",16.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_id_range_invalid_arguments_raise,"def test_id_range_invalid_arguments_raise(self, args: list[str]) -> None:
        with pytest.raises((CommandError, SystemExit)):
            call_command(""document_retagger"", *args, skip_checks=True)",3.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_no_targets_exits_cleanly,"def test_no_targets_exits_cleanly(self) -> None:
        """"""Calling the retagger with no classifier targets should not raise.""""""
        call_command(""document_retagger"", skip_checks=True)",3.0,No
https://github.com/paperless-ngx/paperless-ngx.git,src/documents/tests/test_management_retagger.py,test_inbox_only_skips_non_inbox_documents,"def test_inbox_only_skips_non_inbox_documents(self) -> None:
        """"""--inbox-only must restrict processing to documents with an inbox tag.""""""
        call_command(""document_retagger"", ""--tags"", ""--inbox-only"", skip_checks=True)
        d_first, _, d_unrelated, _ = _get_docs()

        assert d_first.tags.count() == 0
        assert d_unrelated.tags.count() == 2",6.0,No
https://github.com/eriklindernoren/ML-From-Scratch.git,mlfromscratch/examples/bayesian_regression.py,main,"def main():

    # Load temperature data
    data = pd.read_csv('mlfromscratch/data/TempLinkoping2016.txt', sep=""\t"")

    time = np.atleast_2d(data[""time""].values).T
    temp = np.atleast_2d(data[""temp""].values).T

    X = time # fraction of the year [0, 1]
    y = temp

    X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.4)

    n_samples, n_features = np.shape(X)

    # Prior parameters
    # - Weights are assumed distr. according to a Normal distribution
    # - The variance of the weights are assumed distributed according to 
    #   a scaled inverse chi-squared distribution.
    # High prior uncertainty!
    # Normal
    mu0 = np.array([0] * n_features)
    omega0 = np.diag([.0001] * n_features)
    # Scaled inverse chi-squared
    nu0 = 1
    sigma_sq0 = 100

    # The credible interval
    cred_int = 10

    clf = BayesianRegression(n_draws=2000, 
        poly_degree=4, 
        mu0=mu0, 
        omega0=omega0, 
        nu0=nu0, 
        sigma_sq0=sigma_sq0,
        cred_int=cred_int)
    clf.fit(X_train, y_train)
    y_pred = clf.predict(X_test)

    mse = mean_squared_error(y_test, y_pred)

    # Get prediction line
    y_pred_, y_lower_, y_upper_ = clf.predict(X=X, eti=True)

    # Print the mean squared error
    print (""Mean Squared Error:"", mse)

    # Color map
    cmap = plt.get_cmap('viridis')

    # Plot the results
    m1 = plt.scatter(366 * X_train, y_train, color=cmap(0.9), s=10)
    m2 = plt.scatter(366 * X_test, y_test, color=cmap(0.5), s=10)
    p1 = plt.plot(366 * X, y_pred_, color=""black"", linewidth=2, label=""Prediction"")
    p2 = plt.plot(366 * X, y_lower_, color=""gray"", linewidth=2, label=""{0}% Credible Interval"".format(cred_int))
    p3 = plt.plot(366 * X, y_upper_, color=""gray"", linewidth=2)
    plt.axis((0, 366, -20, 25))
    plt.suptitle(""Bayesian Regression"")
    plt.title(""MSE: %.2f"" % mse, fontsize=10)
    plt.xlabel('Day')
    plt.ylabel('Temperature in Celcius')
    plt.legend(loc='lower right')
    # plt.legend((m1, m2), (""Training data"", ""Test data""), loc='lower right')
    plt.legend(loc='lower right')

    plt.show()",53.0,Yes
https://github.com/eriklindernoren/ML-From-Scratch.git,mlfromscratch/examples/fp_growth.py,main,"def main():
    # Demo transaction set
    # Example:
    # https://en.wikibooks.org/wiki/Data_Mining_Algorithms_In_R/Frequent_Pattern_Mining/The_FP-Growth_Algorithm
    
    transactions = np.array([
        [""A"", ""B"", ""D"", ""E""],
        [""B"", ""C"", ""E""],
        [""A"", ""B"", ""D"", ""E""],
        [""A"", ""B"", ""C"", ""E""],
        [""A"", ""B"", ""C"", ""D"", ""E""],
        [""B"", ""C"", ""D""]
    ])

    print ("""")
    print (""+---------------+"")
    print (""|   FP-Growth   |"")
    print (""+---------------+"")
    min_sup = 3
    print (""Minimum Support: %s"" % min_sup)
    print ("""")
    print (""Transactions:"")
    for transaction in transactions:
        print (""\t%s"" % transaction)

    fp_growth = FPGrowth(min_sup=min_sup)

    print ("""")
    # Get and print the frequent itemsets
    frequent_itemsets = fp_growth.find_frequent_itemsets(
        transactions, show_tree=True)

    print ("""")
    print (""Frequent itemsets:"")
    for itemset in frequent_itemsets:
        print (""\t%s"" % itemset)
    print ("""")",32.0,Yes
https://github.com/eriklindernoren/ML-From-Scratch.git,mlfromscratch/unsupervised_learning/apriori.py,_rules_from_itemset,"def _rules_from_itemset(self, initial_itemset, itemset):
        """""" Recursive function which returns the rules where confidence >= min_confidence
        Starts with large itemset and recursively explores rules for subsets """"""
        rules = []
        k = len(itemset)
        # Get all combinations of sub-itemsets of size k - 1 from itemset
        # E.g [1,2,3] => [[1,2],[1,3],[2,3]]
        subsets = list(itertools.combinations(itemset, k - 1))
        support = self._calculate_support(initial_itemset)
        for antecedent in subsets:
            # itertools.combinations returns tuples => convert to list
            antecedent = list(antecedent)
            antecedent_support = self._calculate_support(antecedent)
            # Calculate the confidence as sup(A and B) / sup(B), if antecedent
            # is B in an itemset of A and B
            confidence = float(""{0:.2f}"".format(support / antecedent_support))
            if confidence >= self.min_conf:
                # The concequent is the initial_itemset except for antecedent
                concequent = [itemset for itemset in initial_itemset if not itemset in antecedent]
                # If single item => get item
                if len(antecedent) == 1:
                    antecedent = antecedent[0]
                if len(concequent) == 1:
                    concequent = concequent[0]
                # Create new rule
                rule = Rule(
                        antecedent=antecedent,
                        concequent=concequent,
                        confidence=confidence,
                        support=support)
                rules.append(rule)
                    
                # If there are subsets that could result in rules
                # recursively add rules from subsets
                if k - 1 > 1:
                    rules += self._rules_from_itemset(initial_itemset, antecedent)
        return rules",36.0,Yes
https://github.com/eriklindernoren/ML-From-Scratch.git,mlfromscratch/unsupervised_learning/generative_adversarial_network.py,train,"def train(self, n_epochs, batch_size=128, save_interval=50):

        mnist = fetch_mldata('MNIST original')

        X = mnist.data
        y = mnist.target

        # Rescale [-1, 1]
        X = (X.astype(np.float32) - 127.5) / 127.5

        half_batch = int(batch_size / 2)

        for epoch in range(n_epochs):

            # ---------------------
            #  Train Discriminator
            # ---------------------

            self.discriminator.set_trainable(True)

            # Select a random half batch of images
            idx = np.random.randint(0, X.shape[0], half_batch)
            imgs = X[idx]

            # Sample noise to use as generator input
            noise = np.random.normal(0, 1, (half_batch, self.latent_dim))

            # Generate a half batch of images
            gen_imgs = self.generator.predict(noise)

            # Valid = [1, 0], Fake = [0, 1]
            valid = np.concatenate((np.ones((half_batch, 1)), np.zeros((half_batch, 1))), axis=1)
            fake = np.concatenate((np.zeros((half_batch, 1)), np.ones((half_batch, 1))), axis=1)

            # Train the discriminator
            d_loss_real, d_acc_real = self.discriminator.train_on_batch(imgs, valid)
            d_loss_fake, d_acc_fake = self.discriminator.train_on_batch(gen_imgs, fake)
            d_loss = 0.5 * (d_loss_real + d_loss_fake)
            d_acc = 0.5 * (d_acc_real + d_acc_fake)


            # ---------------------
            #  Train Generator
            # ---------------------

            # We only want to train the generator for the combined model
            self.discriminator.set_trainable(False)

            # Sample noise and use as generator input
            noise = np.random.normal(0, 1, (batch_size, self.latent_dim))

            # The generator wants the discriminator to label the generated samples as valid
            valid = np.concatenate((np.ones((batch_size, 1)), np.zeros((batch_size, 1))), axis=1)

            # Train the generator
            g_loss, g_acc = self.combined.train_on_batch(noise, valid)

            # Display the progress
            print (""%d [D loss: %f, acc: %.2f%%] [G loss: %f, acc: %.2f%%]"" % (epoch, d_loss, 100*d_acc, g_loss, 100*g_acc))

            # If at save interval => save generated image samples
            if epoch % save_interval == 0:
                self.save_imgs(epoch)",43.0,Yes
https://github.com/eriklindernoren/ML-From-Scratch.git,mlfromscratch/unsupervised_learning/fp_growth.py,_determine_frequent_itemsets,"def _determine_frequent_itemsets(self, conditional_database, suffix):
        # Calculate new frequent items from the conditional database
        # of suffix
        frequent_items = self._get_frequent_items(conditional_database)

        cond_tree = None

        if suffix:
            cond_tree = self._construct_tree(conditional_database, frequent_items)
            # Output new frequent itemset as the suffix added to the frequent
            # items
            self.frequent_itemsets += [el + suffix for el in frequent_items]

        # Find larger frequent itemset by finding prefixes
        # of the frequent items in the FP Growth Tree for the conditional
        # database.
        self.prefixes = {}
        for itemset in frequent_items:
            # If no suffix (first run)
            if not cond_tree:
                cond_tree = self.tree_root
            # Determine prefixes to itemset
            self._determine_prefixes(itemset, cond_tree)
            conditional_database = []
            itemset_key = self._get_itemset_key(itemset)
            # Build new conditional database
            if itemset_key in self.prefixes:
                for el in self.prefixes[itemset_key]:
                    # If support = 4 => add 4 of the corresponding prefix set
                    for _ in range(el[""support""]):
                        conditional_database.append(el[""prefix""])
                # Create new suffix
                new_suffix = itemset + suffix if suffix else itemset
                self._determine_frequent_itemsets(conditional_database, suffix=new_suffix)",31.0,Yes
https://github.com/eriklindernoren/ML-From-Scratch.git,mlfromscratch/examples/ridge_regression.py,main,"def main():

    # Load temperature data
    data = pd.read_csv('mlfromscratch/data/TempLinkoping2016.txt', sep=""\t"")

    time = np.atleast_2d(data[""time""].values).T
    temp = data[""temp""].values

    X = time # fraction of the year [0, 1]
    y = temp

    X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.4)

    poly_degree = 15

    # Finding regularization constant using cross validation
    lowest_error = float(""inf"")
    best_reg_factor = None
    print (""Finding regularization constant using cross validation:"")
    k = 10
    for reg_factor in np.arange(0, 0.1, 0.01):
        cross_validation_sets = k_fold_cross_validation_sets(
            X_train, y_train, k=k)
        mse = 0
        for _X_train, _X_test, _y_train, _y_test in cross_validation_sets:
            model = PolynomialRidgeRegression(degree=poly_degree, 
                                            reg_factor=reg_factor,
                                            learning_rate=0.001,
                                            n_iterations=10000)
            model.fit(_X_train, _y_train)
            y_pred = model.predict(_X_test)
            _mse = mean_squared_error(_y_test, y_pred)
            mse += _mse
        mse /= k

        # Print the mean squared error
        print (""\tMean Squared Error: %s (regularization: %s)"" % (mse, reg_factor))

        # Save reg. constant that gave lowest error
        if mse < lowest_error:
            best_reg_factor = reg_factor
            lowest_error = mse

    # Make final prediction
    model = PolynomialRidgeRegression(degree=poly_degree, 
                                    reg_factor=reg_factor,
                                    learning_rate=0.001,
                                    n_iterations=10000)
    model.fit(X_train, y_train)

    y_pred = model.predict(X_test)
    mse = mean_squared_error(y_test, y_pred)
    print (""Mean squared error: %s (given by reg. factor: %s)"" % (mse, reg_factor))

    y_pred_line = model.predict(X)

    # Color map
    cmap = plt.get_cmap('viridis')

    # Plot the results
    m1 = plt.scatter(366 * X_train, y_train, color=cmap(0.9), s=10)
    m2 = plt.scatter(366 * X_test, y_test, color=cmap(0.5), s=10)
    plt.plot(366 * X, y_pred_line, color='black', linewidth=2, label=""Prediction"")
    plt.suptitle(""Polynomial Ridge Regression"")
    plt.title(""MSE: %.2f"" % mse, fontsize=10)
    plt.xlabel('Day')
    plt.ylabel('Temperature in Celcius')
    plt.legend((m1, m2), (""Training data"", ""Test data""), loc='lower right')
    plt.show()",56.0,Yes
https://github.com/eriklindernoren/ML-From-Scratch.git,mlfromscratch/examples/polynomial_regression.py,main,"def main():

    # Load temperature data
    data = pd.read_csv('mlfromscratch/data/TempLinkoping2016.txt', sep=""\t"")

    time = np.atleast_2d(data[""time""].values).T
    temp = data[""temp""].values

    X = time # fraction of the year [0, 1]
    y = temp

    X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.4)

    poly_degree = 15

    # Finding regularization constant using cross validation
    lowest_error = float(""inf"")
    best_reg_factor = None
    print (""Finding regularization constant using cross validation:"")
    k = 10
    for reg_factor in np.arange(0, 0.1, 0.01):
        cross_validation_sets = k_fold_cross_validation_sets(
            X_train, y_train, k=k)
        mse = 0
        for _X_train, _X_test, _y_train, _y_test in cross_validation_sets:
            model = PolynomialRidgeRegression(degree=poly_degree, 
                                            reg_factor=reg_factor,
                                            learning_rate=0.001,
                                            n_iterations=10000)
            model.fit(_X_train, _y_train)
            y_pred = model.predict(_X_test)
            _mse = mean_squared_error(_y_test, y_pred)
            mse += _mse
        mse /= k

        # Print the mean squared error
        print (""\tMean Squared Error: %s (regularization: %s)"" % (mse, reg_factor))

        # Save reg. constant that gave lowest error
        if mse < lowest_error:
            best_reg_factor = reg_factor
            lowest_error = mse

    # Make final prediction
    model = PolynomialRidgeRegression(degree=poly_degree, 
                                    reg_factor=best_reg_factor,
                                    learning_rate=0.001,
                                    n_iterations=10000)
    model.fit(X_train, y_train)
    y_pred = model.predict(X_test)
    mse = mean_squared_error(y_test, y_pred)
    print (""Mean squared error: %s (given by reg. factor: %s)"" % (lowest_error, best_reg_factor))

    y_pred_line = model.predict(X)

    # Color map
    cmap = plt.get_cmap('viridis')

    # Plot the results
    m1 = plt.scatter(366 * X_train, y_train, color=cmap(0.9), s=10)
    m2 = plt.scatter(366 * X_test, y_test, color=cmap(0.5), s=10)
    plt.plot(366 * X, y_pred_line, color='black', linewidth=2, label=""Prediction"")
    plt.suptitle(""Polynomial Ridge Regression"")
    plt.title(""MSE: %.2f"" % mse, fontsize=10)
    plt.xlabel('Day')
    plt.ylabel('Temperature in Celcius')
    plt.legend((m1, m2), (""Training data"", ""Test data""), loc='lower right')
    plt.show()",56.0,Yes
https://github.com/eriklindernoren/ML-From-Scratch.git,mlfromscratch/supervised_learning/decision_tree.py,_build_tree,"def _build_tree(self, X, y, current_depth=0):
        """""" Recursive method which builds out the decision tree and splits X and respective y
        on the feature of X which (based on impurity) best separates the data""""""

        largest_impurity = 0
        best_criteria = None    # Feature index and threshold
        best_sets = None        # Subsets of the data

        # Check if expansion of y is needed
        if len(np.shape(y)) == 1:
            y = np.expand_dims(y, axis=1)

        # Add y as last column of X
        Xy = np.concatenate((X, y), axis=1)

        n_samples, n_features = np.shape(X)

        if n_samples >= self.min_samples_split and current_depth <= self.max_depth:
            # Calculate the impurity for each feature
            for feature_i in range(n_features):
                # All values of feature_i
                feature_values = np.expand_dims(X[:, feature_i], axis=1)
                unique_values = np.unique(feature_values)

                # Iterate through all unique values of feature column i and
                # calculate the impurity
                for threshold in unique_values:
                    # Divide X and y depending on if the feature value of X at index feature_i
                    # meets the threshold
                    Xy1, Xy2 = divide_on_feature(Xy, feature_i, threshold)

                    if len(Xy1) > 0 and len(Xy2) > 0:
                        # Select the y-values of the two sets
                        y1 = Xy1[:, n_features:]
                        y2 = Xy2[:, n_features:]

                        # Calculate impurity
                        impurity = self._impurity_calculation(y, y1, y2)

                        # If this threshold resulted in a higher information gain than previously
                        # recorded save the threshold value and the feature
                        # index
                        if impurity > largest_impurity:
                            largest_impurity = impurity
                            best_criteria = {""feature_i"": feature_i, ""threshold"": threshold}
                            best_sets = {
                                ""leftX"": Xy1[:, :n_features],   # X of left subtree
                                ""lefty"": Xy1[:, n_features:],   # y of left subtree
                                ""rightX"": Xy2[:, :n_features],  # X of right subtree
                                ""righty"": Xy2[:, n_features:]   # y of right subtree
                                }

        if largest_impurity > self.min_impurity:
            # Build subtrees for the right and left branches
            true_branch = self._build_tree(best_sets[""leftX""], best_sets[""lefty""], current_depth + 1)
            false_branch = self._build_tree(best_sets[""rightX""], best_sets[""righty""], current_depth + 1)
            return DecisionNode(feature_i=best_criteria[""feature_i""], threshold=best_criteria[
                                ""threshold""], true_branch=true_branch, false_branch=false_branch)

        # We're at leaf => determine value
        leaf_value = self._leaf_value_calculation(y)

        return DecisionNode(value=leaf_value)",51.0,Yes
